Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;PS_RETAINABILITY_NUM;PS_RETAINABILITY_NUM;;Fallos de retención de RAB PS.;;;;integer;;0;;;;;;;;no;SUM(IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_UE,0)-IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_PCH,0)-IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INT_PCH,0));;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;UCELL;PS_RETAINABILITY_DENOM;PS_RETAINABILITY_DENOM;;Número total de eventos relacionados con la retención de portadoras Packet-Switched (PS), incluyendo tanto liberaciones normales y anormales como cambios de canal exitosos. Incluye FACH, DCH, HS;;;;integer;;0;;;;;;;;no;sum(PM_UTRANCELL.PMNONORMALRABRELEASEPACKET+PM_UTRANCELL.PMNOSYSTEMRABRELEASEPACKET-PM_UTRANCELL.PMNONORMALRABRELEASEPACKETURA-PM_UTRANCELL.PMNOSYSTEMRABRELEASEPACKETURA+PM_UTRANCELL.PMCHSWITCHSUCCFACHURA+PM_UTRANCELL.PMCHSWITCHSUCCDCHURA+PM_UTRANCELL.PMCHSWITCHSUCCHSURA);;;;PM_UTRANCELL;subnetwork,rbs,utrancell;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;PS_RETAINABILITY_DENOM;PS_RETAINABILITY_DENOM;;Número total de eventos relacionados con la retención de portadoras Packet-Switched (PS), incluyendo tanto liberaciones normales y anormales como cambios de canal exitosos. Incluye algoritmos de cambio de canal;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_RELABNORMAL_CELL.VS_RAB_ABNORMREL_PS+PM_RAB_RELABNORMAL_CELL.VS_RAB_NORMREL_PS-PM_RAB_RELABNORMAL_CELL.VS_RAB_ABNORMREL_PS_PCH-PM_RAB_RELABNORMAL_CELL.VS_RAB_NORMREL_PS_PCH+PM_ALGO_CELL.VS_DCCC_D2P_SUCC+PM_ALGO_CELL.VS_DCCC_SUCC_F2P+PM_ALGO2_CELL.VS_DCCC_SUCC_F2U+PM_ALGO2_CELL.VS_DCCC_SUCC_D2U);;;;PM_RAB_RELABNORMAL_CELL,PM_ALGO_CELL,PM_ALGO2_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCELL;PS_RETAINABILITY_DENOM;PS_RETAINABILITY_DENOM;;Número total de eventos relacionados con la retención de portadoras Packet-Switched (PS), incluyendo tanto liberaciones normales y anormales como cambios de canal exitosos.;;;;integer;;0;;;;;;;;no;SUM(IFNULL(PM_SERVICE_LEVEL.RAB_ACT_COMP_PS_INTER,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_COMP_PS_BACKG,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_SRNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_HHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_INTER_ISHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BACKG_SRNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BACKG_HHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_REL_PS_BGR_ISHO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IU,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RADIO,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_BTS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_IUR,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_RNC,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_UE,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_INTER_TRANS,0)+IFNULL(PM_SERVICE_LEVEL.RAB_ACT_FAIL_PS_BACKG_TRANS,0));;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;TRAFFIC;ULOCALCELL;THPT_USER_DL_KBPS;THPT_USER_DL_KBPS;Throughput promedio DL;Throughput medio por usuario en el enlace descendente (DL) en HSDPA (3G);;;;;;;KBPS;;;;;;;yes;THPT_USER_DL_KBPS_NUM/THPT_USER_DL_KBPS_DENOM;;;;;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;TRAFFIC;UCARRIER;THPT_USER_DL_KBPS;THPT_USER_DL_KBPS;;Throughput medio por usuario en el enlace descendente (DL) en HSDPA (3G). Bits HSDPA efectivamente transmitidos y confirmados (ACKed bits) dividido entre la suma de usuarios con buffer activo en los 16 SPIs.;;;;;;;KBPS;;;;;;;yes;THPT_USER_DL_KBPS_NUM/THPT_USER_DL_KBPS_DENOM;;;;;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;THPT_USER_DL_KBPS;THPT_USER_DL_KBPS;;Throughput medio por usuario en el enlace descendente (DL) en HSDPA (3G);;;;;;;KBPS;;;;;;;yes;THPT_USER_DL_KBPS_NUM/THPT_USER_DL_KBPS_DENOM;;;;;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;TRAFFIC;ULOCALCELL;THPT_USER_DL_KBPS_NUM;THPT_USER_DL_KBPS_NUM;Datos descargados;Representa la cantidad total de datos descargados efectivamente por los usuarios en HSDPA. VS_HSDPA_DATAOUTPUT_TRAFFIC: total de bytes descargados por todos los usuarios en HSDPA por celda. Dividido por 1000 convierte bytes a kilobytes (KB);;;;float;;2;KB;;;;;;;no;SUM(PM_HSDPA_LOCELL.VS_HSDPA_DATAOUTPUT_TRAFFIC)/1000;;;;PM_HSDPA_LOCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;TRAFFIC;UCARRIER;THPT_USER_DL_KBPS_NUM;THPT_USER_DL_KBPS_NUM;;Representa la cantidad total de datos descargados efectivamente por los usuarios en HSDPA. PMSUMACKEDBITSSPIxx: número de bits DL HSDPA reconocidos por usuario (ACKed bits), para 16 SPIs (users o prioridades). Sumando todos los SPIs tenemos el total de bits descargados correctamente por usuarios en la celda.;;;;float;;2;KB;;;;;;;no;SUM(PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI00 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI01 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI02 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI03 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI04 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI05 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI06 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI07 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI08 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI09 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI10 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI11 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI12 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI13 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI14 + PM_HSDSCHRESOURCES.PMSUMACKEDBITSSPI15);;;;PM_HSDSCHRESOURCES;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;THPT_USER_DL_KBPS_NUM;THPT_USER_DL_KBPS_NUM;;Representa la cantidad total de datos descargados efectivamente por los usuarios en HSDPA. ;;;;float;;2;KB;;;;;;;no;SUM(IFNULL(PM_CELL_THROUGHPUT_WBTS.HSDPA_ORIG_DATA,0))*8;;xxx.xxx.xxx.xxx;wdna_operator_vendor;PM_CELL_THROUGHPUT_WBTS;subnetwork,rnc,wbts,wcel,wbts,mcc,mnc;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;TRAFFIC;ULOCALCELL;THPT_USER_DL_KBPS_DENOM;THPT_USER_DL_KBPS_DENOM;Tiempo activo de descarga;Este valor representa el denominador en el cálculo del Throughput de usuario en el canal de bajada (DL) en tecnología HSDPA (3G). Es decir, está relacionado con el tiempo activo de transmisión de datos por usuario, y se usa para calcular el throughput medio por usuario. VS_HSDPA_DATATTINUM_USER: Número de TTIs (Transmission Time Intervals) en los que hubo transmisión de datos por usuario. El factor 0.002 de la fórmula convierte TTIs a segundos (cada TTI dura 2 ms).;;;;float;;2;seconds;;;;;;;no;(SUM(PM_HSDPA_LOCELL.VS_HSDPA_DATATTINUM_USER)*0.002);;;;PM_HSDPA_LOCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;TRAFFIC;UCARRIER;THPT_USER_DL_KBPS_DENOM;THPT_USER_DL_KBPS_DENOM;;Este valor representa el denominador en el cálculo del Throughput de usuario en el canal de bajada (DL) en tecnología HSDPA (3G). Es decir, está relacionado con el tiempo activo de transmisión de datos por usuario, y se usa para calcular el throughput medio por usuario. Se suman los TTIs en los que hubo datos en el buffer del usuario para cada SPI (Service Priority Indicator). El factor 0.002 convierte TTIs a segundos. ;;;;float;;2;seconds;;;;;;;no;(0.002*SUM( PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI00 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI01 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI02 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI03 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI04 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI05 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI06 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI07 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI08 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI09 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI10 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI11 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI12 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI13 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI14 + PM_HSDSCHRESOURCES.PMSUMNONEMPTYUSERBUFFERSSPI15));;;;PM_HSDSCHRESOURCES;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;THPT_USER_DL_KBPS_DENOM;THPT_USER_DL_KBPS_DENOM;;Este valor representa el denominador en el cálculo del Throughput de usuario en el canal de bajada (DL) en tecnología HSDPA (3G). Es decir, está relacionado con el tiempo activo de transmisión de datos por usuario, y se usa para calcular el throughput medio por usuario. HSDPA_BUFF_WITH_DATA_PER_TTI: Número de TTIs con datos en el buffer. El factor 1/500 de la fórmula convierte TTIs a segundos (equivalente a 0.002);;;;float;;2;seconds;;;;;;;no;SUM(IFNULL(PM_HSDPA_WBTS.HSDPA_BUFF_WITH_DATA_PER_TTI,0))*(1/500);;;;PM_HSDPA_WBTS;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;TRAFFIC;UCELL;TRAFFIC_V_USER_CS;TRAFFIC_V_USER_CS;;Carga de tráfico de voz CS (Erlangs) en la celda;;;;float;;2;Erlang;;;;;;;no;IFNULL(ROUND(((SUM(PM_THRUPUT_CELL.VS_AMR_ERLANG_BESTCELL)+SUM(PM_THRUPUT_CELL.VS_VP_ERLANG_BESTCELL)*2)/2),2),0);;;;PM_THRUPUT_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;TRAFFIC;UCELL;TRAFFIC_V_USER_CS;TRAFFIC_V_USER_CS;;Carga de tráfico de voz CS (Erlangs) en la celda;;;;float;;2;Erlang;;;;;;;no;IFNULL(ROUND((SUM(PM_UTRANCELL.PMSUMBESTCS12ESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMR12200RABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMR7950RABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMR5900RABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMR4750RABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMRNBMMRABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTAMRWBRABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTCS57RABESTABLISH)/720)+(SUM(PM_UTRANCELL.PMSUMBESTCS64RABESTABLISH)/720),2),0);;;;PM_UTRANCELL;subnetwork,rbs,utrancell;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;TRAFFIC;UCELL;TRAFFIC_V_USER_CS;TRAFFIC_V_USER_CS;;Carga de tráfico de voz CS (Erlangs) en la celda;;;;float;;2;Erlang;;;;;;;no;ROUND(SUM(IFNULL(PM_SERVICE_LEVEL.AVG_RAB_HLD_TM_CS_VOICE,0)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_CONV_64,0)*64/12.2)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_STREAM_14_4,0)*14.4/12.2)+(IFNULL(PM_SERVICE_LEVEL.RAB_HOLD_TIME_CS_STREAM_57_6,0)*57.6/12.2))/(60*100*60),2);;;;PM_SERVICE_LEVEL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;QoS;USCTP;SCTP_PACKET_LOSS;SCTP_PACKET_LOSS;Tasa perdida paquetes SCTP;"Porcentaje de pérdida de paquetes SCTP (Stream Control Transmission Protocol)  calculado como el ratio entre retransmisiones y el total de paquetes enviados (incluyendo retransmisiones).El SCTP es un protocolo crítico utilizado en la interfaz Iub (entre el RNC y el Node B) para transportar señalización y datos de usuario de forma confiable. Se basa en el concepto de retransmisiones. Considera que un ""chunk"" SCTP (fragmento de datos) que debe ser retransmitido indica una pérdida o error en la red. Un valor alto indica problemas de congestión o errores en el enlace Iub, lo que provoca que el protocolo deba retransmitir chunks para garantizar la entrega.";;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL(SUM(PM_SCTP.PMSCTPSTATRETRANSCHUNKS)/SUM(PM_SCTP.PMSCTPSTATSENTCHUNKS+PM_SCTP.PMSCTPSTATRETRANSCHUNKS)*100,0),2);;;;PM_SCTP;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;QoS;UCSCTPSTAT;SCTP_PACKET_LOSS;SCTP_PACKET_LOSS;Tasa perdida paquetes SCTP;Porcentaje de paquetes SCTP descartados en recepción respecto al total de paquetes recibidos y descartados. Utiliza contadores de paquetes descartados explícitos en la capa SCTP. ;;;;integer;;0;;;;;;;;no;ROUND(IFNULL(100*SUM(IFNULL(PM_CSCTPSTAT.SCTP_IN_PACKET_DISCARDS,0))/SUM(IFNULL(PM_CSCTPSTAT.SCTP_IN_PACKET_DISCARDS,0)+IFNULL(PM_CSCTPSTAT.SCTP_IN_SCTP_PACKETS,0)),0),2);;;;PM_CSCTPSTAT;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;USCTPIP;VS_SCTP_REQ_RETX_NUM;VS_SCTP_REQ_RETX_NUM;Retransmisiones SCTP;Número de retransmisiones de solicitudes SCTP;;;;integer;;0;;;;;;;;no;SUM(PM_SCTPIP.VS_SCTP_REQ_RETX_NUM);;;;PM_SCTPIP;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;USCTPIP;VS_SCTP_RETX_PKGNUM;VS_SCTP_RETX_PKGNUM;Paquetes SCTP;Número de paquetes retransmitidos por SCTP;;;;integer;;0;;;;;;;;no;SUM(PM_SCTPIP.VS_SCTP_RETX_PKGNUM);;;;PM_SCTPIP;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;RRC_FAILCONNESTAB_CONG;RRC_FAILCONNESTAB_CONG;;Fallos en el establecimiento de la conexión RRC debidos a congestión de recursos en la celda.;;;;integer;;0;;;;;;;;no;SUM(PM_RRC_SETUPFAIL_CELL.VS_RRC_FAILCONNESTAB_CONG);;;;PM_RRC_SETUPFAIL_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;RAB_FAILESTABCS_CONG;RAB_FAILESTABCS_CONG;;Número de fallos en el establecimiento de RAB para servicios de conmutación de circuitos (CS) debido a congestión.;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_ESTFAILCS_CELL.VS_RAB_FAILESTABCS_CONG);;;;PM_RAB_ESTFAILCS_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;QoS;UCELL;RAB_FAILESTABPS_CONG;RAB_FAILESTABPS_CONG;;Número de fallos en el establecimiento de RAB para servicios de conmutación de paquetes (PS) debido a congestión.;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_ESTFAILPS_CELL.VS_RAB_FAILESTABPS_CONG);;;;PM_RAB_ESTFAILPS_CELL;subnetwork,rbs,label;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;AVAILABILITY;LMPPROCESSING RESOURCE;CPU_USAGE;CPU_USAGE;; Representa la carga computacional promedio del equipo, calculada mediante una media ponderada de un histograma de mediciones de carga .DISTR_0: Muestras con carga 0-19%, DISTR_1: Muestras con carga 20-29% hasta DISTR_10 para 95-100%;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL((SUM(20*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_0+30*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_1+40*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_2+50*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_3+60*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_4+70*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_5+80*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_6+85*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_7+90*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_8+95*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_9+100*PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_10)/SUM(PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_0+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_1+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_2+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_3+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_4+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_5+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_6+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_7+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_8+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_9+PM_MPPROCESSINGRESOURCE_V.PMPROCESSORLOADLCDISTR_10)),0),2);;;;PM_MPPROCESSINGRESOURCE_V;;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;QoS;LCELL;RRC_SUCCESS;RRC_SUCCESS_ALL;Número de establecimientos RRC;Número total de intentos de establecimiento de conexión RRC (Radio Resource Control) exitosos. ;;;;integer;;0;;;;;;;;no;SUM(PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_EMC+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_HIGHPRI+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_MT+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_MODATA+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_DELAYTOL+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_SUCC_MOSIG);;;;PM_LTE_RRC_SETUP_CELL;subnetwork,enodeb_function_name,enodeb_id,cell_name;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;QoS;LCELL;RRC_SUCCESS;RRC_SUCCESS_ALL;Número de establecimientos RRC;Número total de intentos de establecimiento de conexión RRC (Radio Resource Control) exitosos. ;;;;integer;;0;;;;;;;;no;SUM(PM_EUTRANCELLFDD.PMRRCCONNESTABSUCC);;;;PM_EUTRANCELLFDD;subnetwork,mecontext,eutrancellfdd;;
WIRELESS;MEX;SAMSUNG;RAN_4G;PM;QoS;LCELL;RRC_SUCCESS;RRC_SUCCESS_ALL;Número de establecimientos RRC;Número total de intentos de establecimiento de conexión RRC (Radio Resource Control) exitosos. ;;;;integer;;0;;;;;;;;no;SUM(PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_DELAY_TOLERANT_ACCESS + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_EMERGENCY + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_HI_PRIO_ACCESS + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_MO_DATA + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_MO_SIGNAL + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_MO_VOICE_CALL + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABSUCC_MT_ACCESS);;;;PM_RRC_CONNECTION_ESTABLISHMENT_T;;;
WIRELESS;MEX;HUAWEI;RAN_4G;PM;QoS;LCELL;RRC_ATTEMPTS;RRC_ATTEMPS_ALL;Intentos RRC;RRC_ATTEMPS_ALL = RRC_ATTEMPTS en HUAWEI RAN 4G. Total de intentos de establecimiento de conexión RRC (RRC Connection Attempts) en 4G, que es la base para calcular RRC Setup Success Rate y otros KPIs de acceso. Suma todos los intentos de establecimiento RRC, clasificados por tipo de acceso (emergency, high priority, mobile terminated, mobile originated data, delay tolerant, mobile originated signaling).;;;;integer;;0;;;;;;;;no;SUM(PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_EMC+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_HIGHPRI+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_MT+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_MODATA+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_DELAYTOL+PM_LTE_RRC_SETUP_CELL.L_RRC_CONNREQ_ATT_MOSIG);;;;PM_LTE_RRC_SETUP_CELL;subnetwork,enodeb_function_name,enodeb_id,cell_name;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;QoS;LCELL;RRC_ATTEMPTS;RRC_ATTEMPS_ALL;Intentos RRC;RRC_ATTEMPS_ALL = RRC_ATTEMPTS en ERICSSON RAN 4G. Total de intentos de establecimiento de conexión RRC (RRC Connection Attempts) en 4G, que es la base para calcular RRC Setup Success Rate y otros KPIs de acceso. Excluidos reintentos.;;;;integer;;0;;;;;;;;no;SUM(PM_EUTRANCELLFDD.PMRRCCONNESTABATT-PM_EUTRANCELLFDD.PMRRCCONNESTABATTREATT);;;;PM_EUTRANCELLFDD;subnetwork,mecontext,eutrancellfdd;;
WIRELESS;MEX;SAMSUNG;RAN_4G;PM;QoS;LCELL;RRC_ATTEMPTS;RRC_ATTEMPS_ALL;Intentos RRC;RRC_ATTEMPS_ALL = RRC_ATTEMPTS_ALL en SAMSUNG RAN 4G. Total de intentos de establecimiento de conexión RRC (RRC Connection Attempts) en 4G, que es la base para calcular RRC Setup Success Rate y otros KPIs de acceso.;;;;integer;;0;;;;;;;;no;SUM(PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_DELAY_TOLERANT_ACCESS + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_EMERGENCY + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_HI_PRIO_ACCESS + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_MO_DATA + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_MO_SIGNAL + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_MO_VOICE_CALL + PM_RRC_CONNECTION_ESTABLISHMENT_T.CONNESTABATT_MT_ACCESS);;;;PM_RRC_CONNECTION_ESTABLISHMENT_T;;;
